Transformed Features and CoefficientsPunak: degree=8, λ=1                                                  Feature   Coefficient
178                Area^2 Room^3 Has_Parking Has_Elevator    -29.569097
179              Area^2 Room^3 Has_Warehouse Has_Elevator    -23.470049
180  Area^2 Room^2 Has_Parking Has_Warehouse Has_Elevator   1071.127084
181                                           Area Room^6   -282.382972
182                               Area Room^5 Has_Parking   -401.329719
183                             Area Room^5 Has_Warehouse     20.588672
184                              Area Room^5 Has_Elevator     22.775732
185                 Area Room^4 Has_Parking Has_Warehouse    668.849570
186                  Area Room^4 Has_Parking Has_Elevator     -0.022043
187                Area Room^4 Has_Warehouse Has_Elevator    -53.299681
188    Area Room^3 Has_Parking Has_Warehouse Has_Elevator  -1373.198262
189                                                Room^7    304.147990
190                                    Room^6 Has_Parking     15.723531
191                                  Room^6 Has_Warehouse     55.689749
192                                   Room^6 Has_Elevator     14.044110
193                      Room^5 Has_Parking Has_Warehouse    -11.588890
194                       Room^5 Has_Parking Has_Elevator    -14.226121
195                     Room^5 Has_Warehouse Has_Elevator    -78.150467
196         Room^4 Has_Parking Has_Warehouse Has_Elevator      1.948647
197                                                Area^8     -7.420161
198                                           Area^7 Room      3.828759
199                                    Area^7 Has_Parking     -0.331651
200                                  Area^7 Has_Warehouse     -0.024650
201                                   Area^7 Has_Elevator      0.002107
202                                         Area^6 Room^2     11.058047
203                               Area^6 Room Has_Parking     -1.223774
204                             Area^6 Room Has_Warehouse      0.000000
205                              Area^6 Room Has_Elevator     -0.061788
206                      Area^6 Has_Parking Has_Warehouse     -2.784513
207                       Area^6 Has_Parking Has_Elevator      0.156682
208                     Area^6 Has_Warehouse Has_Elevator      0.014653
209                                         Area^5 Room^3     27.048015
210                             Area^5 Room^2 Has_Parking     -5.850098
211                           Area^5 Room^2 Has_Warehouse     -0.075662
212                            Area^5 Room^2 Has_Elevator     -0.223319
213                 Area^5 Room Has_Parking Has_Warehouse     11.655942
214                  Area^5 Room Has_Parking Has_Elevator      0.480678
215                Area^5 Room Has_Warehouse Has_Elevator      0.141663
216         Area^5 Has_Parking Has_Warehouse Has_Elevator    -51.301696
217                                         Area^4 Room^4     55.000746
218                             Area^4 Room^3 Has_Parking    -25.828972
219                           Area^4 Room^3 Has_Warehouse     -0.324229
220                            Area^4 Room^3 Has_Elevator     -0.896958
221               Area^4 Room^2 Has_Parking Has_Warehouse     55.344306
222                Area^4 Room^2 Has_Parking Has_Elevator      1.895751
223              Area^4 Room^2 Has_Warehouse Has_Elevator      0.671344
224    Area^4 Room Has_Parking Has_Warehouse Has_Elevator   -150.423844
225                                         Area^3 Room^5     61.873697
226                             Area^3 Room^4 Has_Parking    -79.120960
227                           Area^3 Room^4 Has_Warehouse     -1.472684
228                            Area^3 Room^4 Has_Elevator     -2.684411
229               Area^3 Room^3 Has_Parking Has_Warehouse    174.519878
230                Area^3 Room^3 Has_Parking Has_Elevator      5.775252
231              Area^3 Room^3 Has_Warehouse Has_Elevator      3.080241
232  Area^3 Room^2 Has_Parking Has_Warehouse Has_Elevator   -378.266900
233                                         Area^2 Room^6     -3.382216
234                             Area^2 Room^5 Has_Parking   -107.724214
235                           Area^2 Room^5 Has_Warehouse     -5.307054
236                            Area^2 Room^5 Has_Elevator     -5.527752
237               Area^2 Room^4 Has_Parking Has_Warehouse    240.232235
238                Area^2 Room^4 Has_Parking Has_Elevator     12.097757
239              Area^2 Room^4 Has_Warehouse Has_Elevator     11.568082
240  Area^2 Room^3 Has_Parking Has_Warehouse Has_Elevator   -504.538435
241                                           Area Room^7   -117.029197
242                               Area Room^6 Has_Parking    134.884316
243                             Area Room^6 Has_Warehouse    -10.572782
244                              Area Room^6 Has_Elevator     -4.493964
245                 Area Room^5 Has_Parking Has_Warehouse   -294.762726
246                  Area Room^5 Has_Parking Has_Elevator      0.772665
247                Area Room^5 Has_Warehouse Has_Elevator     30.541978
248    Area Room^4 Has_Parking Has_Warehouse Has_Elevator    512.941997
249                                                Room^8     49.950326
250                                    Room^7 Has_Parking      7.545468
251                                  Room^7 Has_Warehouse    -18.029172
252                                   Room^7 Has_Elevator     -4.008579
253                      Room^6 Has_Parking Has_Warehouse    -20.628363
254                       Room^6 Has_Parking Has_Elevator      0.004870
255                     Room^6 Has_Warehouse Has_Elevator     50.709096
256         Room^5 Has_Parking Has_Warehouse Has_Elevator     26.521981
